model,predictor,row_id,value
indep1,court_independence_lag1,63,2.1989998817443848
indep1,court_independence_lag1,64,2.2890000343322754
indep1,court_independence_lag1,65,2.1989998817443848
indep1,court_independence_lag1,66,2.1989998817443848
indep1,court_independence_lag1,67,2.2890000343322754
indep1,court_independence_lag1,68,2.1989998817443848
indep1,court_independence_lag1,69,2.2890000343322754
indep1,court_independence_lag1,70,2.2890000343322754
indep1,court_independence_lag1,71,2.2890000343322754
indep1,court_independence_lag1,72,2.1989998817443848
indep1,court_independence_lag1,73,2.1989998817443848
indep1,court_independence_lag1,74,2.1989998817443848
indep1,court_independence_lag1,75,2.2890000343322754
indep1,court_independence_lag1,76,1.8730000257492065
indep1,court_independence_lag1,77,2.9030001163482666
indep1,court_independence_lag1,82,1.565000057220459
indep1,court_independence_lag1,83,1.565000057220459
indep1,court_independence_lag1,84,1.565000057220459
indep1,court_independence_lag1,85,2.2239999771118164
indep1,court_independence_lag1,86,1.565000057220459
indep1,court_independence_lag1,89,1.5980000495910645
indep1,court_independence_lag1,90,2.500999927520752
indep1,court_independence_lag1,91,1.5980000495910645
indep1,court_independence_lag1,92,1.5980000495910645
indep1,court_independence_lag1,93,1.5980000495910645
indep1,court_independence_lag1,94,2.2219998836517334
indep1,court_independence_lag1,95,2.5889999866485596
indep1,court_independence_lag1,96,1.5449999570846558
indep1,court_independence_lag1,97,1.0800000429153442
indep1,court_independence_lag1,98,1.0800000429153442
indep1,court_independence_lag1,99,1.0800000429153442
indep1,court_independence_lag1,100,1.0800000429153442
indep1,court_independence_lag1,101,-0.7549999952316284
indep1,court_independence_lag1,102,-0.7549999952316284
indep1,court_independence_lag1,103,-0.6320000290870667
indep1,court_independence_lag1,104,-0.5899999737739563
indep1,court_independence_lag1,105,-0.949999988079071
indep1,court_independence_lag1,109,-0.7509999871253967
indep1,court_independence_lag1,118,1.7890000343322754
indep1,court_independence_lag1,122,2.1530001163482666
indep1,court_independence_lag1,128,2.1530001163482666
indep1,court_independence_lag1,136,1.7000000476837158
indep1,court_independence_lag1,138,1.7000000476837158
indep1,court_independence_lag1,139,1.7000000476837158
indep1,court_independence_lag1,140,2.1559998989105225
indep1,court_independence_lag1,145,-0.06199999898672104
indep1,court_independence_lag1,150,-0.7580000162124634
indep1,court_independence_lag1,152,-1.2929999828338623
indep1,court_independence_lag1,153,-2.053999900817871
indep1,court_independence_lag1,154,-2.053999900817871
indep1,court_independence_lag1,155,-1.597000002861023
indep1,court_independence_lag1,156,-1.597000002861023
indep1,court_independence_lag1,157,-1.597000002861023
indep1,court_independence_lag1,158,-1.597000002861023
indep1,court_independence_lag1,159,-1.9019999504089355
indep1,court_independence_lag1,160,1.9079999923706055
indep1,court_independence_lag1,161,1.9079999923706055
indep1,court_independence_lag1,162,1.5420000553131104
indep1,court_independence_lag1,163,1.5420000553131104
indep1,court_independence_lag1,164,1.5420000553131104
indep1,court_independence_lag1,165,1.5420000553131104
indep1,court_independence_lag1,166,1.8020000457763672
indep1,court_independence_lag1,167,1.593999981880188
indep1,court_independence_lag1,168,1.593999981880188
indep1,court_independence_lag1,169,1.4019999504089355
indep1,court_independence_lag1,170,1.9670000076293945
indep1,court_independence_lag1,171,1.0850000381469727
indep1,court_independence_lag1,172,1.0850000381469727
indep1,court_independence_lag1,173,1.0850000381469727
indep1,court_independence_lag1,174,1.090000033378601
indep1,court_independence_lag1,175,0.8999999761581421
indep1,court_independence_lag1,176,0.972000002861023
indep1,court_independence_lag1,177,1.003000020980835
indep1,court_independence_lag1,178,-0.10100000351667404
indep1,court_independence_lag1,180,-0.23800000548362732
indep1,court_independence_lag1,181,-0.3610000014305115
indep1,court_independence_lag1,182,0.7889999747276306
indep1,court_independence_lag1,183,0.6869999766349792
indep1,court_independence_lag1,184,0.9039999842643738
indep1,court_independence_lag1,186,0.9039999842643738
indep1,court_independence_lag1,187,0.6959999799728394
indep1,court_independence_lag1,188,-0.23999999463558197
indep1,court_independence_lag1,189,-0.23999999463558197
indep1,court_independence_lag1,190,-0.17599999904632568
indep1,court_independence_lag1,192,-0.9750000238418579
indep1,court_independence_lag1,193,1.8739999532699585
indep1,court_independence_lag1,194,1.5549999475479126
indep1,court_independence_lag1,195,1.406000018119812
indep1,court_independence_lag1,197,1.2569999694824219
indep1,court_independence_lag1,200,0.5860000252723694
indep1,court_independence_lag1,201,0.5860000252723694
indep1,court_independence_lag1,202,0.6769999861717224
indep1,court_independence_lag1,204,0.8790000081062317
indep1,court_independence_lag1,205,0.8790000081062317
indep1,court_independence_lag1,207,0.8420000076293945
indep1,court_independence_lag1,210,-0.6620000004768372
indep1,court_independence_lag1,211,-0.010999999940395355
indep1,court_independence_lag1,212,-0.14100000262260437
indep1,court_independence_lag1,213,-0.164000004529953
indep1,court_independence_lag1,214,-0.164000004529953
indep1,court_independence_lag1,215,0.6970000267028809
indep1,court_independence_lag1,216,-0.23000000417232513
indep1,court_independence_lag1,217,0.0010000000474974513
indep1,court_independence_lag1,220,-0.3370000123977661
indep1,court_independence_lag1,221,0.4740000069141388
indep1,court_independence_lag1,222,0.4880000054836273
indep1,court_independence_lag1,223,0.9399999976158142
indep1,court_independence_lag1,224,0.1850000023841858
indep1,court_independence_lag1,225,0.375
indep1,court_independence_lag1,226,0.375
indep1,court_independence_lag1,227,0.11500000208616257
indep1,court_independence_lag1,234,1.7209999561309814
indep1,court_independence_lag1,236,1.7920000553131104
indep1,court_independence_lag1,242,-1.0379999876022339
indep1,court_independence_lag1,245,0.01600000075995922
indep1,court_independence_lag1,246,0.37400001287460327
indep1,court_independence_lag1,247,0.37400001287460327
indep1,court_independence_lag1,248,0.13199999928474426
indep1,court_independence_lag1,249,0.41600000858306885
indep1,court_independence_lag1,251,0.6909999847412109
indep1,court_independence_lag1,252,0.9089999794960022
indep1,court_independence_lag1,253,0.9089999794960022
indep1,court_independence_lag1,254,1.3919999599456787
indep1,court_independence_lag1,255,1.3919999599456787
indep1,court_independence_lag1,256,1.3919999599456787
indep1,court_independence_lag1,257,1.3919999599456787
indep1,court_independence_lag1,258,1.3919999599456787
indep1,court_independence_lag1,259,0.9089999794960022
indep1,court_independence_lag1,260,1.2799999713897705
indep1,court_independence_lag1,261,1.3919999599456787
indep1,court_independence_lag1,262,1.2799999713897705
indep1,court_independence_lag1,263,1.3919999599456787
indep1,court_independence_lag1,264,1.3919999599456787
indep1,court_independence_lag1,265,1.3919999599456787
indep1,court_independence_lag1,266,1.49399995803833
indep1,court_independence_lag1,267,1.5540000200271606
indep1,court_independence_lag1,268,1.49399995803833
indep1,court_independence_lag1,269,1.5540000200271606
indep1,court_independence_lag1,270,1.49399995803833
indep1,court_independence_lag1,271,1.49399995803833
indep1,court_independence_lag1,272,1.3769999742507935
indep1,court_independence_lag1,273,1.86899995803833
indep1,court_independence_lag1,274,1.86899995803833
indep1,court_independence_lag1,275,2.0309998989105225
indep1,court_independence_lag1,277,0.6510000228881836
indep1,court_independence_lag1,278,1.9539999961853027
indep1,court_independence_lag1,280,1.4490000009536743
indep1,court_independence_lag1,281,-2.121000051498413
indep1,court_independence_lag1,282,-2.0769999027252197
indep1,court_independence_lag1,286,0.5090000033378601
indep1,court_independence_lag1,287,0.9940000176429749
indep1,court_independence_lag1,288,0.9940000176429749
indep1,court_independence_lag1,289,-0.3799999952316284
indep1,court_independence_lag1,290,-0.7699999809265137
indep1,court_independence_lag1,291,-0.6610000133514404
indep1,court_independence_lag1,292,-0.6610000133514404
indep1,court_independence_lag1,306,0.5009999871253967
indep1,court_independence_lag1,309,0.15600000321865082
indep1,court_independence_lag1,313,-0.7889999747276306
indep1,court_independence_lag1,315,-0.06400000303983688
indep1,court_independence_lag1,316,-0.06400000303983688
indep1,court_independence_lag1,317,-0.06400000303983688
indep1,court_independence_lag1,318,-0.10100000351667404
indep1,court_independence_lag1,320,-0.5440000295639038
indep1,court_independence_lag1,321,-0.5440000295639038
indep1,court_independence_lag1,322,-0.9559999704360962
indep1,court_independence_lag1,323,1.8530000448226929
indep1,court_independence_lag1,324,1.3359999656677246
indep1,court_independence_lag1,325,1.5740000009536743
indep1,court_independence_lag1,326,1.0549999475479126
indep1,court_independence_lag1,327,1.875
indep1,court_independence_lag1,328,1.875
indep1,court_independence_lag1,329,1.875
indep1,court_independence_lag1,330,1.875
indep1,court_independence_lag1,331,1.875
indep1,court_independence_lag1,332,1.875
indep1,court_independence_lag1,333,1.875
indep1,court_independence_lag1,334,1.875
indep1,court_independence_lag1,335,1.875
indep1,court_independence_lag1,336,2.3269999027252197
indep1,court_independence_lag1,337,2.3269999027252197
indep1,court_independence_lag1,338,2.3269999027252197
indep1,court_independence_lag1,339,2.3269999027252197
indep1,court_independence_lag1,340,2.3269999027252197
indep1,court_independence_lag1,341,2.3269999027252197
indep1,court_independence_lag1,342,1.4539999961853027
indep1,court_independence_lag1,343,2.3269999027252197
indep1,court_independence_lag1,344,1.4539999961853027
indep1,court_independence_lag1,345,2.3269999027252197
indep1,court_independence_lag1,346,2.3269999027252197
indep1,court_independence_lag1,347,2.3269999027252197
indep1,court_independence_lag1,348,2.3269999027252197
indep1,court_independence_lag1,349,2.3269999027252197
indep1,court_independence_lag1,350,2.3269999027252197
indep1,court_independence_lag1,351,1.4539999961853027
indep1,court_independence_lag1,352,2.3269999027252197
indep1,court_independence_lag1,353,1.4539999961853027
indep1,court_independence_lag1,354,2.3269999027252197
indep1,court_independence_lag1,355,1.4539999961853027
indep1,court_independence_lag1,356,1.4539999961853027
indep1,court_independence_lag1,357,2.3269999027252197
indep1,court_independence_lag1,358,1.4539999961853027
indep1,court_independence_lag1,359,2.3269999027252197
indep1,court_independence_lag1,360,2.3269999027252197
indep1,court_independence_lag1,361,2.3269999027252197
indep1,court_independence_lag1,362,2.3269999027252197
indep1,court_independence_lag1,363,2.3269999027252197
indep1,court_independence_lag1,364,1.8619999885559082
indep1,court_independence_lag1,365,1.8619999885559082
indep1,court_independence_lag1,366,2.3269999027252197
indep1,court_independence_lag1,367,2.3269999027252197
indep1,court_independence_lag1,368,2.5220000743865967
indep1,court_independence_lag1,369,2.5220000743865967
indep1,court_independence_lag1,370,2.5220000743865967
indep1,court_independence_lag1,371,2.365999937057495
indep1,court_independence_lag1,372,2.365999937057495
indep1,court_independence_lag1,373,2.365999937057495
indep1,court_independence_lag1,374,2.6449999809265137
indep1,court_independence_lag1,375,2.6449999809265137
indep1,court_independence_lag1,376,2.6449999809265137
indep1,court_independence_lag1,377,2.61899995803833
indep1,court_independence_lag1,378,2.2330000400543213
indep1,court_independence_lag1,379,2.184000015258789
indep1,court_independence_lag1,382,2.1019999980926514
indep1,court_independence_lag1,383,1.9520000219345093
indep1,court_independence_lag1,384,2.359999895095825
indep1,court_independence_lag1,385,2.069000005722046
indep1,court_independence_lag1,386,2.575000047683716
indep1,court_independence_lag1,389,-2.684999942779541
indep1,court_independence_lag1,394,-0.843999981880188
indep1,court_independence_lag1,395,-0.843999981880188
indep1,court_independence_lag1,396,-0.843999981880188
indep1,court_independence_lag1,397,-0.843999981880188
indep1,court_independence_lag1,398,-0.843999981880188
indep1,court_independence_lag1,400,0.6349999904632568
indep1,court_independence_lag1,401,1.4220000505447388
indep1,court_independence_lag1,402,1.4220000505447388
indep1,court_independence_lag1,403,0.5239999890327454
indep1,court_independence_lag1,404,1.0190000534057617
indep1,court_independence_lag1,405,0.09200000017881393
indep1,court_independence_lag1,408,0.41200000047683716
indep1,court_independence_lag1,409,0.5059999823570251
indep1,court_independence_lag1,410,0.3619999885559082
indep1,court_independence_lag1,411,0.5059999823570251
indep1,court_independence_lag1,412,0.41200000047683716
indep1,court_independence_lag1,414,3.365999937057495
indep1,court_independence_lag1,415,2.5280001163482666
indep1,court_independence_lag1,416,3.0139999389648438
indep1,court_independence_lag1,417,2.5280001163482666
indep1,court_independence_lag1,418,3.0139999389648438
indep1,court_independence_lag1,419,2.5280001163482666
indep1,court_independence_lag1,420,3.0139999389648438
indep1,court_independence_lag1,421,3.0139999389648438
indep1,court_independence_lag1,422,3.0139999389648438
indep1,court_independence_lag1,423,3.2790000438690186
indep1,court_independence_lag1,424,3.0139999389648438
indep1,court_independence_lag1,425,3.2790000438690186
indep1,court_independence_lag1,426,3.0139999389648438
indep1,court_independence_lag1,427,3.0139999389648438
indep1,court_independence_lag1,428,3.0139999389648438
indep1,court_independence_lag1,432,-1.0889999866485596
indep1,court_independence_lag1,434,1.7400000095367432
indep1,court_independence_lag1,435,2.1989998817443848
indep1,court_independence_lag1,436,2.1989998817443848
indep1,court_independence_lag1,437,2.1989998817443848
indep1,court_independence_lag1,438,2.2890000343322754
indep1,court_independence_lag1,439,2.1989998817443848
indep1,court_independence_lag1,440,2.1989998817443848
indep1,court_independence_lag1,441,2.2890000343322754
indep1,court_independence_lag1,442,2.1989998817443848
indep1,court_independence_lag1,443,2.1989998817443848
indep1,court_independence_lag1,444,2.1989998817443848
indep1,court_independence_lag1,445,2.1989998817443848
indep1,court_independence_lag1,446,2.1989998817443848
indep1,court_independence_lag1,447,2.1989998817443848
indep1,court_independence_lag1,448,2.2890000343322754
indep1,court_independence_lag1,449,2.1989998817443848
indep1,court_independence_lag1,450,2.1989998817443848
indep1,court_independence_lag1,451,2.2890000343322754
indep1,court_independence_lag1,452,2.2890000343322754
indep1,court_independence_lag1,453,2.2890000343322754
indep1,court_independence_lag1,454,2.2890000343322754
indep1,court_independence_lag1,455,2.2890000343322754
indep1,court_independence_lag1,456,2.1989998817443848
indep1,court_independence_lag1,457,2.2890000343322754
indep1,court_independence_lag1,458,2.2890000343322754
indep1,court_independence_lag1,459,2.2890000343322754
indep1,court_independence_lag1,460,2.1989998817443848
indep1,court_independence_lag1,461,2.1989998817443848
indep1,court_independence_lag1,462,2.1989998817443848
indep1,court_independence_lag1,463,2.2890000343322754
indep1,court_independence_lag1,464,2.2890000343322754
indep1,court_independence_lag1,465,2.1989998817443848
indep1,court_independence_lag1,466,2.2890000343322754
indep1,court_independence_lag1,467,2.1989998817443848
indep1,court_independence_lag1,468,2.2890000343322754
indep1,court_independence_lag1,469,2.2890000343322754
indep1,court_independence_lag1,470,2.2890000343322754
indep1,court_independence_lag1,471,2.2890000343322754
indep1,court_independence_lag1,472,1.6480000019073486
indep1,court_independence_lag1,473,1.6480000019073486
indep1,court_independence_lag1,474,1.565000057220459
indep1,court_independence_lag1,475,1.5980000495910645
indep1,court_independence_lag1,478,1.5980000495910645
indep1,court_independence_lag1,480,1.222000002861023
indep1,court_independence_lag1,481,1.222000002861023
indep1,court_independence_lag1,482,1.222000002861023
indep1,court_independence_lag1,483,2.2219998836517334
indep1,court_independence_lag1,484,2.2219998836517334
indep1,court_independence_lag1,485,1.5980000495910645
indep1,court_independence_lag1,486,2.2219998836517334
indep1,court_independence_lag1,487,2.2219998836517334
indep1,court_independence_lag1,488,2.2219998836517334
indep1,court_independence_lag1,489,2.2219998836517334
indep1,court_independence_lag1,491,1.7200000286102295
indep1,court_independence_lag1,492,2.5889999866485596
indep1,court_independence_lag1,493,2.5889999866485596
indep1,court_independence_lag1,494,1.0800000429153442
indep1,court_independence_lag1,495,1.0800000429153442
indep1,court_independence_lag1,496,-0.7549999952316284
indep1,court_independence_lag1,497,-0.5899999737739563
indep1,court_independence_lag1,502,2.1530001163482666
indep1,court_independence_lag1,504,2.1530001163482666
indep1,court_independence_lag1,505,2.1530001163482666
indep1,court_independence_lag1,507,2.1530001163482666
indep1,court_independence_lag1,509,2.1530001163482666
indep1,court_independence_lag1,511,2.1530001163482666
indep1,court_independence_lag1,512,1.7890000343322754
indep1,court_independence_lag1,514,1.7890000343322754
indep1,court_independence_lag1,516,2.1530001163482666
indep1,court_independence_lag1,518,1.7890000343322754
indep1,court_independence_lag1,519,1.7890000343322754
indep1,court_independence_lag1,521,2.1530001163482666
indep1,court_independence_lag1,525,2.1530001163482666
indep1,court_independence_lag1,526,2.1530001163482666
indep1,court_independence_lag1,527,2.1530001163482666
indep1,court_independence_lag1,529,2.1530001163482666
indep1,court_independence_lag1,543,-0.06199999898672104
indep1,court_independence_lag1,546,-0.06199999898672104
indep1,court_independence_lag1,553,-0.0560000017285347
indep1,court_independence_lag1,554,-0.33000001311302185
indep1,court_independence_lag1,557,-0.7580000162124634
indep1,court_independence_lag1,560,-1.2929999828338623
indep1,court_independence_lag1,561,-1.597000002861023
indep1,court_independence_lag1,562,-1.597000002861023
indep1,court_independence_lag1,563,-1.597000002861023
indep1,court_independence_lag1,564,-1.597000002861023
indep1,court_independence_lag1,565,-1.597000002861023
indep1,court_independence_lag1,566,-1.597000002861023
indep1,court_independence_lag1,567,1.5420000553131104
indep1,court_independence_lag1,568,1.5420000553131104
indep1,court_independence_lag1,569,1.5420000553131104
indep1,court_independence_lag1,570,1.3329999446868896
indep1,court_independence_lag1,571,1.8020000457763672
indep1,court_independence_lag1,572,1.593999981880188
indep1,court_independence_lag1,573,1.593999981880188
indep1,court_independence_lag1,574,1.3370000123977661
indep1,court_independence_lag1,575,-0.10100000351667404
indep1,court_independence_lag1,576,-0.10100000351667404
indep1,court_independence_lag1,577,-0.23800000548362732
indep1,court_independence_lag1,578,-0.23800000548362732
indep1,court_independence_lag1,579,-0.23800000548362732
indep1,court_independence_lag1,580,0.6869999766349792
indep1,court_independence_lag1,582,-0.23999999463558197
indep1,court_independence_lag1,583,-0.23999999463558197
indep1,court_independence_lag1,584,-0.23999999463558197
indep1,court_independence_lag1,585,-0.23999999463558197
indep1,court_independence_lag1,586,-0.23999999463558197
indep1,court_independence_lag1,587,-0.23999999463558197
indep1,court_independence_lag1,588,-0.23999999463558197
indep1,court_independence_lag1,589,-0.23999999463558197
indep1,court_independence_lag1,590,-0.23999999463558197
indep1,court_independence_lag1,591,-0.23999999463558197
indep1,court_independence_lag1,592,-0.17599999904632568
indep1,court_independence_lag1,596,0.5860000252723694
indep1,court_independence_lag1,597,0.5860000252723694
indep1,court_independence_lag1,598,0.5860000252723694
indep1,court_independence_lag1,599,0.6769999861717224
indep1,court_independence_lag1,600,0.8790000081062317
indep1,court_independence_lag1,601,0.8790000081062317
indep1,court_independence_lag1,604,0.8420000076293945
indep1,court_independence_lag1,606,0.48899999260902405
indep1,court_independence_lag1,608,-0.14100000262260437
indep1,court_independence_lag1,609,0.6970000267028809
indep1,court_independence_lag1,610,-0.164000004529953
indep1,court_independence_lag1,611,-0.164000004529953
indep1,court_independence_lag1,612,-0.4099999964237213
indep1,court_independence_lag1,613,-0.4099999964237213
indep1,court_independence_lag1,615,0.9399999976158142
indep1,court_independence_lag1,616,0.597000002861023
indep1,court_independence_lag1,617,0.2240000069141388
indep1,court_independence_lag1,620,-0.2930000126361847
indep1,court_independence_lag1,621,0.9629999995231628
indep1,court_independence_lag1,623,-0.43299999833106995
indep1,court_independence_lag1,625,0.37400001287460327
indep1,court_independence_lag1,626,0.37400001287460327
indep1,court_independence_lag1,627,0.13199999928474426
indep1,court_independence_lag1,628,0.13199999928474426
indep1,court_independence_lag1,629,0.13199999928474426
indep1,court_independence_lag1,631,0.9089999794960022
indep1,court_independence_lag1,632,1.3919999599456787
indep1,court_independence_lag1,633,1.3919999599456787
indep1,court_independence_lag1,634,0.9089999794960022
indep1,court_independence_lag1,635,0.9089999794960022
indep1,court_independence_lag1,636,1.3919999599456787
indep1,court_independence_lag1,637,1.3919999599456787
indep1,court_independence_lag1,638,1.2799999713897705
indep1,court_independence_lag1,639,1.3919999599456787
indep1,court_independence_lag1,640,1.3919999599456787
indep1,court_independence_lag1,641,1.2799999713897705
indep1,court_independence_lag1,642,1.2799999713897705
indep1,court_independence_lag1,643,1.2799999713897705
indep1,court_independence_lag1,644,1.2799999713897705
indep1,court_independence_lag1,645,1.49399995803833
indep1,court_independence_lag1,646,1.49399995803833
indep1,court_independence_lag1,647,1.49399995803833
indep1,court_independence_lag1,648,1.49399995803833
indep1,court_independence_lag1,649,1.49399995803833
indep1,court_independence_lag1,650,1.5540000200271606
indep1,court_independence_lag1,651,1.5540000200271606
indep1,court_independence_lag1,652,1.5540000200271606
indep1,court_independence_lag1,653,1.49399995803833
indep1,court_independence_lag1,654,1.49399995803833
indep1,court_independence_lag1,655,1.5540000200271606
indep1,court_independence_lag1,656,1.5540000200271606
indep1,court_independence_lag1,657,1.49399995803833
indep1,court_independence_lag1,658,1.49399995803833
indep1,court_independence_lag1,659,1.49399995803833
indep1,court_independence_lag1,660,1.86899995803833
indep1,court_independence_lag1,661,1.3769999742507935
indep1,court_independence_lag1,662,1.86899995803833
indep1,court_independence_lag1,663,1.86899995803833
indep1,court_independence_lag1,664,1.3769999742507935
indep1,court_independence_lag1,665,1.3769999742507935
indep1,court_independence_lag1,666,1.3769999742507935
indep1,court_independence_lag1,667,1.86899995803833
indep1,court_independence_lag1,669,1.3769999742507935
indep1,court_independence_lag1,670,1.3769999742507935
indep1,court_independence_lag1,671,1.3769999742507935
indep1,court_independence_lag1,672,1.3769999742507935
indep1,court_independence_lag1,673,1.86899995803833
indep1,court_independence_lag1,674,1.86899995803833
indep1,court_independence_lag1,675,2.0309998989105225
indep1,court_independence_lag1,676,2.0309998989105225
indep1,court_independence_lag1,677,2.0309998989105225
indep1,court_independence_lag1,678,0.9940000176429749
indep1,court_independence_lag1,679,-0.3799999952316284
indep1,court_independence_lag1,680,-0.3799999952316284
indep1,court_independence_lag1,681,-0.3799999952316284
indep1,court_independence_lag1,682,-0.3799999952316284
indep1,court_independence_lag1,683,-0.3799999952316284
indep1,court_independence_lag1,684,-0.3799999952316284
indep1,court_independence_lag1,685,-0.3799999952316284
indep1,court_independence_lag1,686,-0.3799999952316284
indep1,court_independence_lag1,687,-0.3799999952316284
indep1,court_independence_lag1,688,-0.3799999952316284
indep1,court_independence_lag1,689,0.6320000290870667
indep1,court_independence_lag1,690,-0.3799999952316284
indep1,court_independence_lag1,691,-0.7699999809265137
indep1,court_independence_lag1,692,-0.6610000133514404
indep1,court_independence_lag1,714,1.4589999914169312
indep1,court_independence_lag1,715,1.4589999914169312
indep1,court_independence_lag1,716,1.4589999914169312
indep1,court_independence_lag1,720,1.1510000228881836
indep1,court_independence_lag1,722,0.5009999871253967
indep1,court_independence_lag1,723,1.1510000228881836
indep1,court_independence_lag1,724,1.1510000228881836
indep1,court_independence_lag1,725,1.1510000228881836
indep1,court_independence_lag1,727,1.1510000228881836
indep1,court_independence_lag1,728,0.5009999871253967
indep1,court_independence_lag1,729,0.5009999871253967
indep1,court_independence_lag1,731,1.0520000457763672
indep1,court_independence_lag1,736,0.15600000321865082
indep1,court_independence_lag1,737,0.15600000321865082
indep1,court_independence_lag1,739,0.09300000220537186
indep1,court_independence_lag1,744,0.13099999725818634
indep1,court_independence_lag1,746,0.13099999725818634
indep1,court_independence_lag1,747,0.13099999725818634
indep1,court_independence_lag1,749,-0.06400000303983688
indep1,court_independence_lag1,750,-0.8360000252723694
indep1,court_independence_lag1,751,-0.10100000351667404
indep1,court_independence_lag1,752,-0.10100000351667404
indep1,court_independence_lag1,753,-0.9559999704360962
indep1,court_independence_lag1,754,-0.9559999704360962
indep1,court_independence_lag1,755,1.3359999656677246
indep1,court_independence_lag1,756,1.875
indep1,court_independence_lag1,757,1.875
indep1,court_independence_lag1,758,2.3269999027252197
indep1,court_independence_lag1,759,2.3269999027252197
indep1,court_independence_lag1,760,2.3269999027252197
indep1,court_independence_lag1,761,2.3269999027252197
indep1,court_independence_lag1,762,2.3269999027252197
indep1,court_independence_lag1,763,2.3269999027252197
indep1,court_independence_lag1,764,2.3269999027252197
indep1,court_independence_lag1,765,2.3269999027252197
indep1,court_independence_lag1,766,2.3269999027252197
indep1,court_independence_lag1,767,2.3269999027252197
indep1,court_independence_lag1,768,2.3269999027252197
indep1,court_independence_lag1,769,2.3269999027252197
indep1,court_independence_lag1,770,1.4539999961853027
indep1,court_independence_lag1,771,2.3269999027252197
indep1,court_independence_lag1,772,2.3269999027252197
indep1,court_independence_lag1,773,2.3269999027252197
indep1,court_independence_lag1,774,1.8619999885559082
indep1,court_independence_lag1,775,1.8619999885559082
indep1,court_independence_lag1,776,2.3269999027252197
indep1,court_independence_lag1,777,2.5220000743865967
indep1,court_independence_lag1,778,2.002000093460083
indep1,court_independence_lag1,779,2.5220000743865967
indep1,court_independence_lag1,780,2.002000093460083
indep1,court_independence_lag1,781,2.002000093460083
indep1,court_independence_lag1,782,2.002000093460083
indep1,court_independence_lag1,783,2.5220000743865967
indep1,court_independence_lag1,784,2.365999937057495
indep1,court_independence_lag1,785,2.365999937057495
indep1,court_independence_lag1,786,2.365999937057495
indep1,court_independence_lag1,787,2.365999937057495
indep1,court_independence_lag1,788,2.365999937057495
indep1,court_independence_lag1,789,2.365999937057495
indep1,court_independence_lag1,790,2.365999937057495
indep1,court_independence_lag1,791,2.365999937057495
indep1,court_independence_lag1,792,2.634000062942505
indep1,court_independence_lag1,793,2.365999937057495
indep1,court_independence_lag1,794,2.365999937057495
indep1,court_independence_lag1,795,2.365999937057495
indep1,court_independence_lag1,796,2.365999937057495
indep1,court_independence_lag1,797,2.365999937057495
indep1,court_independence_lag1,798,2.365999937057495
indep1,court_independence_lag1,799,2.365999937057495
indep1,court_independence_lag1,800,2.365999937057495
indep1,court_independence_lag1,801,2.365999937057495
indep1,court_independence_lag1,802,2.634000062942505
indep1,court_independence_lag1,803,2.365999937057495
indep1,court_independence_lag1,804,2.634000062942505
indep1,court_independence_lag1,805,2.365999937057495
indep1,court_independence_lag1,806,2.365999937057495
indep1,court_independence_lag1,807,2.634000062942505
indep1,court_independence_lag1,808,2.365999937057495
