model,row_id,outcome,predicted_probability
spec_p_reform,100,Mixed Outcome,0.4170703238926958
spec_p_reform,101,Mixed Outcome,0.41610251786133556
spec_p_reform,102,Mixed Outcome,0.520709308568441
spec_p_reform,103,Mixed Outcome,0.9466401112539827
spec_p_reform,104,Mixed Outcome,0.9312642849624382
spec_p_reform,108,Mixed Outcome,0.8716982030162165
spec_p_reform,117,Mixed Outcome,0.11953231594938687
spec_p_reform,121,Mixed Outcome,0.13198797647841873
spec_p_reform,127,Mixed Outcome,0.13146038438911137
spec_p_reform,135,Mixed Outcome,0.07271889061773332
spec_p_reform,137,Mixed Outcome,0.07271889061773332
spec_p_reform,138,Mixed Outcome,0.07271889061773332
spec_p_reform,139,Mixed Outcome,0.10202215749241927
spec_p_reform,144,Mixed Outcome,0.07288612870557357
spec_p_reform,149,Mixed Outcome,0.24861208689198608
spec_p_reform,151,Mixed Outcome,0.38648654255849735
spec_p_reform,152,Mixed Outcome,0.772128453246449
spec_p_reform,153,Mixed Outcome,0.7792697856541683
spec_p_reform,154,Mixed Outcome,0.7757767411665889
spec_p_reform,155,Mixed Outcome,0.7749986369028451
spec_p_reform,156,Mixed Outcome,0.7718653859601512
spec_p_reform,157,Mixed Outcome,0.7766784166807618
spec_p_reform,158,Mixed Outcome,0.6896020874033417
spec_p_reform,159,Mixed Outcome,0.2991736874240521
spec_p_reform,160,Mixed Outcome,0.30002039724859036
spec_p_reform,161,Mixed Outcome,0.22507645896212275
spec_p_reform,162,Mixed Outcome,0.20774631465774218
spec_p_reform,163,Mixed Outcome,0.20774631465774218
spec_p_reform,164,Mixed Outcome,0.21011333542560567
spec_p_reform,165,Mixed Outcome,0.22218629897158454
spec_p_reform,166,Mixed Outcome,0.2267848453740207
spec_p_reform,167,Mixed Outcome,0.2233258564799014
spec_p_reform,168,Mixed Outcome,0.1626498536685843
spec_p_reform,169,Mixed Outcome,0.1062396754259149
spec_p_reform,170,Mixed Outcome,0.3185919260666094
spec_p_reform,171,Mixed Outcome,0.22346774274501507
spec_p_reform,172,Mixed Outcome,0.2582081366289213
spec_p_reform,173,Mixed Outcome,0.19922106114841773
spec_p_reform,174,Mixed Outcome,0.3107613009278353
spec_p_reform,175,Mixed Outcome,0.2875312317711286
spec_p_reform,176,Mixed Outcome,0.1892532641313489
spec_p_reform,177,Mixed Outcome,0.5429192447042052
spec_p_reform,179,Mixed Outcome,0.5678215865074926
spec_p_reform,180,Mixed Outcome,0.4993038244747036
spec_p_reform,181,Mixed Outcome,0.41042808516958945
spec_p_reform,182,Mixed Outcome,0.21676641554186238
spec_p_reform,183,Mixed Outcome,0.14666148947468335
spec_p_reform,185,Mixed Outcome,0.16006913271268552
spec_p_reform,186,Mixed Outcome,0.2622810365909136
spec_p_reform,187,Mixed Outcome,0.7945791324200779
spec_p_reform,188,Mixed Outcome,0.7931133246939501
spec_p_reform,189,Mixed Outcome,0.7342010576002205
spec_p_reform,191,Mixed Outcome,0.8662674000756033
spec_p_reform,192,Mixed Outcome,0.119430280272954
spec_p_reform,193,Mixed Outcome,0.16894062093738876
spec_p_reform,194,Mixed Outcome,0.10119862452300012
spec_p_reform,196,Mixed Outcome,0.07324874874095968
spec_p_reform,199,Mixed Outcome,0.34603679932032233
spec_p_reform,200,Mixed Outcome,0.323093078679628
spec_p_reform,201,Mixed Outcome,0.27857059786569305
spec_p_reform,203,Mixed Outcome,0.41775869286385153
spec_p_reform,204,Mixed Outcome,0.4352240912988421
spec_p_reform,206,Mixed Outcome,0.5205207936986812
spec_p_reform,209,Mixed Outcome,0.5923086610065428
spec_p_reform,210,Mixed Outcome,0.24350787366827167
spec_p_reform,211,Mixed Outcome,0.240675031499315
spec_p_reform,212,Mixed Outcome,0.2446694959229647
spec_p_reform,213,Mixed Outcome,0.2454292068824632
spec_p_reform,214,Mixed Outcome,0.16556946580438409
spec_p_reform,215,Mixed Outcome,0.2990803537630975
spec_p_reform,216,Mixed Outcome,0.2349938964426994
spec_p_reform,219,Mixed Outcome,0.5009504454678675
spec_p_reform,220,Mixed Outcome,0.2063213938157948
spec_p_reform,221,Mixed Outcome,0.23478336472067995
spec_p_reform,222,Mixed Outcome,0.11714675704101973
spec_p_reform,223,Mixed Outcome,0.14793581854224513
spec_p_reform,224,Mixed Outcome,0.30538154797171785
spec_p_reform,225,Mixed Outcome,0.32388148562719987
spec_p_reform,226,Mixed Outcome,0.3497455682408502
spec_p_reform,233,Mixed Outcome,0.04946078592948823
spec_p_reform,235,Mixed Outcome,0.08557111674442468
spec_p_reform,241,Mixed Outcome,0.52978875447447
spec_p_reform,244,Mixed Outcome,0.653198911152629
spec_p_reform,245,Mixed Outcome,0.7431115820710678
spec_p_reform,246,Mixed Outcome,0.741407864283076
spec_p_reform,247,Mixed Outcome,0.7134113999499374
spec_p_reform,248,Mixed Outcome,0.7525811958246263
spec_p_reform,250,Mixed Outcome,0.7695278340070318
spec_p_reform,251,Mixed Outcome,0.2675951006888265
spec_p_reform,252,Mixed Outcome,0.19296074934250865
spec_p_reform,253,Mixed Outcome,0.1105535741922859
spec_p_reform,254,Mixed Outcome,0.1105535741922859
spec_p_reform,255,Mixed Outcome,0.1105535741922859
spec_p_reform,256,Mixed Outcome,0.10206117978334979
spec_p_reform,257,Mixed Outcome,0.09670805499028987
spec_p_reform,258,Mixed Outcome,0.15028426376866305
spec_p_reform,259,Mixed Outcome,0.1450084256669749
spec_p_reform,260,Mixed Outcome,0.09783482162174069
spec_p_reform,261,Mixed Outcome,0.1471414097290941
spec_p_reform,262,Mixed Outcome,0.09670805499028987
spec_p_reform,263,Mixed Outcome,0.09708242273333759
spec_p_reform,264,Mixed Outcome,0.10245168672590808
spec_p_reform,265,Mixed Outcome,0.11548199385087927
spec_p_reform,266,Mixed Outcome,0.07845139947766479
spec_p_reform,267,Mixed Outcome,0.11982137152035635
spec_p_reform,268,Mixed Outcome,0.08028679357903101
spec_p_reform,269,Mixed Outcome,0.13628608798210853
spec_p_reform,270,Mixed Outcome,0.12486548450252258
spec_p_reform,271,Mixed Outcome,0.13791861886649026
spec_p_reform,272,Mixed Outcome,0.10699791235970665
spec_p_reform,273,Mixed Outcome,0.09635871740289678
spec_p_reform,274,Mixed Outcome,0.11564777558001926
spec_p_reform,276,Mixed Outcome,0.17179155162016851
spec_p_reform,277,Mixed Outcome,0.2734874223677218
spec_p_reform,279,Mixed Outcome,0.12420053422234745
spec_p_reform,280,Mixed Outcome,0.6449564343975938
spec_p_reform,281,Mixed Outcome,0.7604944368759727
spec_p_reform,285,Mixed Outcome,0.41677820702648993
spec_p_reform,286,Mixed Outcome,0.3216207184543112
spec_p_reform,287,Mixed Outcome,0.2958445892380295
spec_p_reform,288,Mixed Outcome,0.7475686058481747
spec_p_reform,289,Mixed Outcome,0.7745330888898346
spec_p_reform,290,Mixed Outcome,0.7930684244994947
spec_p_reform,291,Mixed Outcome,0.7454636131744602
spec_p_reform,305,Mixed Outcome,0.3206556102693753
spec_p_reform,308,Mixed Outcome,0.49618349147158075
spec_p_reform,312,Mixed Outcome,0.5193713149308157
spec_p_reform,314,Mixed Outcome,0.4601876828043547
spec_p_reform,315,Mixed Outcome,0.35367119311770584
spec_p_reform,316,Mixed Outcome,0.33395307513194056
spec_p_reform,317,Mixed Outcome,0.346620542306409
spec_p_reform,319,Mixed Outcome,0.3780344305263866
spec_p_reform,320,Mixed Outcome,0.39828394816415713
spec_p_reform,321,Mixed Outcome,0.5829969299710148
spec_p_reform,322,Mixed Outcome,0.4042871101741139
spec_p_reform,323,Mixed Outcome,0.4436536080703854
spec_p_reform,324,Mixed Outcome,0.35777880273245605
spec_p_reform,325,Mixed Outcome,0.41259991657563355
spec_p_reform,326,Mixed Outcome,0.36874659107231367
spec_p_reform,327,Mixed Outcome,0.34207093254910526
spec_p_reform,328,Mixed Outcome,0.2899987739679191
spec_p_reform,329,Mixed Outcome,0.28017791371945033
spec_p_reform,330,Mixed Outcome,0.28106320428189663
spec_p_reform,331,Mixed Outcome,0.28640664196647597
spec_p_reform,332,Mixed Outcome,0.2679455871114944
spec_p_reform,333,Mixed Outcome,0.2619448865408214
spec_p_reform,334,Mixed Outcome,0.27773617544187956
spec_p_reform,335,Mixed Outcome,0.20064136682156883
spec_p_reform,336,Mixed Outcome,0.19653247783707928
spec_p_reform,337,Mixed Outcome,0.17003740865912303
spec_p_reform,338,Mixed Outcome,0.22623450160569064
spec_p_reform,339,Mixed Outcome,0.21930045645547364
spec_p_reform,340,Mixed Outcome,0.19020266091391955
spec_p_reform,341,Mixed Outcome,0.27912488079818765
spec_p_reform,342,Mixed Outcome,0.18951150314388096
spec_p_reform,343,Mixed Outcome,0.22363341538547496
spec_p_reform,344,Mixed Outcome,0.14601349076884845
spec_p_reform,345,Mixed Outcome,0.14545676884815456
spec_p_reform,346,Mixed Outcome,0.14215087409564112
spec_p_reform,347,Mixed Outcome,0.14269776592073008
spec_p_reform,348,Mixed Outcome,0.14434825167302398
spec_p_reform,349,Mixed Outcome,0.14215087409564112
spec_p_reform,350,Mixed Outcome,0.21415915886205006
spec_p_reform,351,Mixed Outcome,0.13730205778735266
spec_p_reform,352,Mixed Outcome,0.21415915886205006
spec_p_reform,353,Mixed Outcome,0.139979607694747
spec_p_reform,354,Mixed Outcome,0.21338185238068091
spec_p_reform,355,Mixed Outcome,0.21260643252735326
spec_p_reform,356,Mixed Outcome,0.1378343308367898
spec_p_reform,357,Mixed Outcome,0.21106125835981732
spec_p_reform,358,Mixed Outcome,0.13944085681576338
spec_p_reform,359,Mixed Outcome,0.139979607694747
spec_p_reform,360,Mixed Outcome,0.16227517319448484
spec_p_reform,361,Mixed Outcome,0.15232832084960907
spec_p_reform,362,Mixed Outcome,0.13433430685857214
spec_p_reform,363,Mixed Outcome,0.20248895413119136
spec_p_reform,364,Mixed Outcome,0.17802745187091787
spec_p_reform,365,Mixed Outcome,0.11574000154967666
spec_p_reform,366,Mixed Outcome,0.11574000154967666
spec_p_reform,367,Mixed Outcome,0.13186360400630315
spec_p_reform,368,Mixed Outcome,0.13393648121687923
spec_p_reform,369,Mixed Outcome,0.13393648121687923
spec_p_reform,370,Mixed Outcome,0.1896690412943493
spec_p_reform,371,Mixed Outcome,0.19245342516235742
spec_p_reform,372,Mixed Outcome,0.19315398414261667
spec_p_reform,373,Mixed Outcome,0.20011917666767334
spec_p_reform,374,Mixed Outcome,0.2488454766283081
spec_p_reform,375,Mixed Outcome,0.25715029796212197
spec_p_reform,376,Mixed Outcome,0.2627022901744881
spec_p_reform,377,Mixed Outcome,0.240662220267654
spec_p_reform,378,Mixed Outcome,0.23663722786563537
spec_p_reform,381,Mixed Outcome,0.20356209631186953
spec_p_reform,382,Mixed Outcome,0.0349323891329658
spec_p_reform,383,Mixed Outcome,0.05660258887483694
spec_p_reform,384,Mixed Outcome,0.040716617653958405
spec_p_reform,385,Mixed Outcome,0.0530611372567261
spec_p_reform,388,Mixed Outcome,0.30386323326912074
spec_p_reform,393,Mixed Outcome,0.9585952197573341
spec_p_reform,394,Mixed Outcome,0.9589678503296438
spec_p_reform,395,Mixed Outcome,0.9589678503296438
spec_p_reform,396,Mixed Outcome,0.9587819584977932
spec_p_reform,397,Mixed Outcome,0.9584076304091556
spec_p_reform,399,Mixed Outcome,0.15364885399778666
spec_p_reform,400,Mixed Outcome,0.2857119231287188
spec_p_reform,401,Mixed Outcome,0.291706912138732
spec_p_reform,402,Mixed Outcome,0.39651685629758293
spec_p_reform,403,Mixed Outcome,0.24559377694153067
spec_p_reform,404,Mixed Outcome,0.22549516968952477
spec_p_reform,407,Mixed Outcome,0.2154405498190886
spec_p_reform,408,Mixed Outcome,0.27564011937460464
spec_p_reform,409,Mixed Outcome,0.28183480750450013
spec_p_reform,410,Mixed Outcome,0.34016980632998234
spec_p_reform,411,Mixed Outcome,0.12904829212633995
spec_p_reform,413,Mixed Outcome,0.16013757319340444
spec_p_reform,414,Mixed Outcome,0.17568495300156275
spec_p_reform,415,Mixed Outcome,0.24379443176057672
spec_p_reform,416,Mixed Outcome,0.17568495300156275
spec_p_reform,417,Mixed Outcome,0.24379443176057672
spec_p_reform,418,Mixed Outcome,0.18029813304617825
spec_p_reform,419,Mixed Outcome,0.23656835093242395
spec_p_reform,420,Mixed Outcome,0.23656835093242395
spec_p_reform,421,Mixed Outcome,0.23656835093242395
spec_p_reform,422,Mixed Outcome,0.16096297633720888
spec_p_reform,423,Mixed Outcome,0.23656835093242395
spec_p_reform,424,Mixed Outcome,0.15794307568330063
spec_p_reform,425,Mixed Outcome,0.2326361349485353
spec_p_reform,426,Mixed Outcome,0.2326361349485353
spec_p_reform,427,Mixed Outcome,0.261003527417546
spec_p_reform,431,Mixed Outcome,0.2944169804996482
spec_p_reform,433,Mixed Outcome,0.06207521102606122
spec_p_reform,434,Mixed Outcome,0.17421056960532275
spec_p_reform,435,Mixed Outcome,0.17099271144761263
spec_p_reform,436,Mixed Outcome,0.173563479804188
spec_p_reform,437,Mixed Outcome,0.2509295080949549
spec_p_reform,438,Mixed Outcome,0.18077837986850628
spec_p_reform,439,Mixed Outcome,0.18144486252708478
spec_p_reform,440,Mixed Outcome,0.25260968090178754
spec_p_reform,441,Mixed Outcome,0.18011366233741002
spec_p_reform,442,Mixed Outcome,0.18011366233741002
spec_p_reform,443,Mixed Outcome,0.18011366233741002
spec_p_reform,444,Mixed Outcome,0.18011366233741002
spec_p_reform,445,Mixed Outcome,0.18011366233741002
spec_p_reform,446,Mixed Outcome,0.1902698609502179
spec_p_reform,447,Mixed Outcome,0.26890169251742585
spec_p_reform,448,Mixed Outcome,0.1902698609502179
spec_p_reform,449,Mixed Outcome,0.19096107343326865
spec_p_reform,450,Mixed Outcome,0.25771813679914013
spec_p_reform,451,Mixed Outcome,0.25771813679914013
spec_p_reform,452,Mixed Outcome,0.25771813679914013
spec_p_reform,453,Mixed Outcome,0.25771813679914013
spec_p_reform,454,Mixed Outcome,0.25771813679914013
spec_p_reform,455,Mixed Outcome,0.18355580564436152
spec_p_reform,456,Mixed Outcome,0.26027329167207935
spec_p_reform,457,Mixed Outcome,0.26027329167207935
spec_p_reform,458,Mixed Outcome,0.27077204505042013
spec_p_reform,459,Mixed Outcome,0.19177339512639904
spec_p_reform,460,Mixed Outcome,0.17368865748755458
spec_p_reform,461,Mixed Outcome,0.17368865748755458
spec_p_reform,462,Mixed Outcome,0.24358736069060824
spec_p_reform,463,Mixed Outcome,0.24358736069060824
spec_p_reform,464,Mixed Outcome,0.17048045358565944
spec_p_reform,465,Mixed Outcome,0.24358736069060824
spec_p_reform,466,Mixed Outcome,0.16984407630586298
spec_p_reform,467,Mixed Outcome,0.2427654570761342
spec_p_reform,468,Mixed Outcome,0.23464089524622056
spec_p_reform,469,Mixed Outcome,0.23464089524622056
spec_p_reform,470,Mixed Outcome,0.23464089524622056
spec_p_reform,471,Mixed Outcome,0.1690015494107631
spec_p_reform,472,Mixed Outcome,0.1690015494107631
spec_p_reform,473,Mixed Outcome,0.28864042583676064
spec_p_reform,474,Mixed Outcome,0.08913692802535285
spec_p_reform,477,Mixed Outcome,0.09245284674961493
spec_p_reform,479,Mixed Outcome,0.16638410280355556
spec_p_reform,480,Mixed Outcome,0.16638410280355556
spec_p_reform,481,Mixed Outcome,0.16638410280355556
spec_p_reform,482,Mixed Outcome,0.13577292081583334
spec_p_reform,483,Mixed Outcome,0.13577292081583334
spec_p_reform,484,Mixed Outcome,0.10124300792185886
spec_p_reform,485,Mixed Outcome,0.13577292081583334
spec_p_reform,486,Mixed Outcome,0.13577292081583334
spec_p_reform,487,Mixed Outcome,0.13577292081583334
spec_p_reform,488,Mixed Outcome,0.13577292081583334
spec_p_reform,490,Mixed Outcome,0.10050493221850237
spec_p_reform,491,Mixed Outcome,0.129492499602431
spec_p_reform,492,Mixed Outcome,0.129492499602431
spec_p_reform,493,Mixed Outcome,0.22807577591786388
spec_p_reform,494,Mixed Outcome,0.20645382169064952
spec_p_reform,495,Mixed Outcome,0.4170703238926958
spec_p_reform,496,Mixed Outcome,0.9466401112539827
spec_p_reform,501,Mixed Outcome,0.12848440128895944
spec_p_reform,503,Mixed Outcome,0.12848440128895944
spec_p_reform,504,Mixed Outcome,0.12848440128895944
spec_p_reform,506,Mixed Outcome,0.12898032835233061
spec_p_reform,508,Mixed Outcome,0.12898032835233061
spec_p_reform,510,Mixed Outcome,0.13198797647841873
spec_p_reform,511,Mixed Outcome,0.09040939911828652
spec_p_reform,513,Mixed Outcome,0.09040939911828652
spec_p_reform,515,Mixed Outcome,0.13198797647841873
spec_p_reform,517,Mixed Outcome,0.09040939911828652
spec_p_reform,518,Mixed Outcome,0.08930350787326229
spec_p_reform,520,Mixed Outcome,0.1408116242083215
spec_p_reform,524,Mixed Outcome,0.10676785000679925
spec_p_reform,525,Mixed Outcome,0.10676785000679925
spec_p_reform,526,Mixed Outcome,0.13146038438911137
spec_p_reform,528,Mixed Outcome,0.13146038438911137
spec_p_reform,542,Mixed Outcome,0.07288612870557357
spec_p_reform,545,Mixed Outcome,0.07288612870557357
spec_p_reform,552,Mixed Outcome,0.16145389713350455
spec_p_reform,553,Mixed Outcome,0.16963203437029478
spec_p_reform,556,Mixed Outcome,0.24861208689198608
spec_p_reform,559,Mixed Outcome,0.38648654255849735
spec_p_reform,560,Mixed Outcome,0.7757767411665889
spec_p_reform,561,Mixed Outcome,0.7749986369028451
spec_p_reform,562,Mixed Outcome,0.7749986369028451
spec_p_reform,563,Mixed Outcome,0.7749986369028451
spec_p_reform,564,Mixed Outcome,0.7749986369028451
spec_p_reform,565,Mixed Outcome,0.7718653859601512
spec_p_reform,566,Mixed Outcome,0.20774631465774218
spec_p_reform,567,Mixed Outcome,0.20774631465774218
spec_p_reform,568,Mixed Outcome,0.21011333542560567
spec_p_reform,569,Mixed Outcome,0.15019685516160888
spec_p_reform,570,Mixed Outcome,0.22218629897158454
spec_p_reform,571,Mixed Outcome,0.2267848453740207
spec_p_reform,572,Mixed Outcome,0.2233258564799014
spec_p_reform,573,Mixed Outcome,0.2561391099240165
spec_p_reform,574,Mixed Outcome,0.5408659600713367
spec_p_reform,575,Mixed Outcome,0.5408659600713367
spec_p_reform,576,Mixed Outcome,0.5678215865074926
spec_p_reform,577,Mixed Outcome,0.5678215865074926
spec_p_reform,578,Mixed Outcome,0.5678215865074926
spec_p_reform,579,Mixed Outcome,0.21745681038422618
spec_p_reform,581,Mixed Outcome,0.7945791324200779
spec_p_reform,582,Mixed Outcome,0.7931133246939501
spec_p_reform,583,Mixed Outcome,0.7931133246939501
spec_p_reform,584,Mixed Outcome,0.7931133246939501
spec_p_reform,585,Mixed Outcome,0.7931133246939501
spec_p_reform,586,Mixed Outcome,0.7931133246939501
spec_p_reform,587,Mixed Outcome,0.7931133246939501
spec_p_reform,588,Mixed Outcome,0.7931133246939501
spec_p_reform,589,Mixed Outcome,0.7931133246939501
spec_p_reform,590,Mixed Outcome,0.7931133246939501
spec_p_reform,591,Mixed Outcome,0.7342010576002205
spec_p_reform,595,Mixed Outcome,0.34603679932032233
spec_p_reform,596,Mixed Outcome,0.34603679932032233
spec_p_reform,597,Mixed Outcome,0.323093078679628
spec_p_reform,598,Mixed Outcome,0.27857059786569305
spec_p_reform,599,Mixed Outcome,0.4140942481630105
spec_p_reform,600,Mixed Outcome,0.4140942481630105
spec_p_reform,603,Mixed Outcome,0.5205207936986812
spec_p_reform,605,Mixed Outcome,0.535261418889121
spec_p_reform,607,Mixed Outcome,0.240675031499315
spec_p_reform,608,Mixed Outcome,0.1531420692086279
spec_p_reform,609,Mixed Outcome,0.2446694959229647
spec_p_reform,610,Mixed Outcome,0.2634615348111408
spec_p_reform,611,Mixed Outcome,0.3388468720144316
spec_p_reform,612,Mixed Outcome,0.3388468720144316
spec_p_reform,614,Mixed Outcome,0.11714675704101973
spec_p_reform,615,Mixed Outcome,0.17980005128603282
spec_p_reform,616,Mixed Outcome,0.2529968155679332
spec_p_reform,619,Mixed Outcome,0.08652051978123976
spec_p_reform,620,Mixed Outcome,0.07070412572824544
spec_p_reform,622,Mixed Outcome,0.05457016652193831
spec_p_reform,624,Mixed Outcome,0.7431115820710678
spec_p_reform,625,Mixed Outcome,0.7431115820710678
spec_p_reform,626,Mixed Outcome,0.7134113999499374
spec_p_reform,627,Mixed Outcome,0.7134113999499374
spec_p_reform,628,Mixed Outcome,0.7134113999499374
spec_p_reform,630,Mixed Outcome,0.1587690326929555
spec_p_reform,631,Mixed Outcome,0.10206117978334979
spec_p_reform,632,Mixed Outcome,0.10206117978334979
spec_p_reform,633,Mixed Outcome,0.1587690326929555
spec_p_reform,634,Mixed Outcome,0.1587690326929555
spec_p_reform,635,Mixed Outcome,0.09670805499028987
spec_p_reform,636,Mixed Outcome,0.09633490495168374
spec_p_reform,637,Mixed Outcome,0.1471414097290941
spec_p_reform,638,Mixed Outcome,0.09783482162174069
spec_p_reform,639,Mixed Outcome,0.09670805499028987
spec_p_reform,640,Mixed Outcome,0.14553940593951278
spec_p_reform,641,Mixed Outcome,0.14553940593951278
spec_p_reform,642,Mixed Outcome,0.14553940593951278
spec_p_reform,643,Mixed Outcome,0.1460718956279527
spec_p_reform,644,Mixed Outcome,0.11548199385087927
spec_p_reform,645,Mixed Outcome,0.11548199385087927
spec_p_reform,646,Mixed Outcome,0.11548199385087927
spec_p_reform,647,Mixed Outcome,0.11548199385087927
spec_p_reform,648,Mixed Outcome,0.11850576830569837
spec_p_reform,649,Mixed Outcome,0.07845139947766479
spec_p_reform,650,Mixed Outcome,0.0793644893697974
spec_p_reform,651,Mixed Outcome,0.0793644893697974
spec_p_reform,652,Mixed Outcome,0.11982137152035635
spec_p_reform,653,Mixed Outcome,0.12114888052695165
spec_p_reform,654,Mixed Outcome,0.0908441625788609
spec_p_reform,655,Mixed Outcome,0.0908441625788609
spec_p_reform,656,Mixed Outcome,0.13628608798210853
spec_p_reform,657,Mixed Outcome,0.12486548450252258
spec_p_reform,658,Mixed Outcome,0.12486548450252258
spec_p_reform,659,Mixed Outcome,0.07956079530355929
spec_p_reform,660,Mixed Outcome,0.13791861886649026
spec_p_reform,661,Mixed Outcome,0.08700873829690838
spec_p_reform,662,Mixed Outcome,0.08700873829690838
spec_p_reform,663,Mixed Outcome,0.13791861886649026
spec_p_reform,664,Mixed Outcome,0.13791861886649026
spec_p_reform,665,Mixed Outcome,0.16722653606547344
spec_p_reform,666,Mixed Outcome,0.10699791235970665
spec_p_reform,668,Mixed Outcome,0.16722653606547344
spec_p_reform,669,Mixed Outcome,0.16722653606547344
spec_p_reform,670,Mixed Outcome,0.15170257447406957
spec_p_reform,671,Mixed Outcome,0.15170257447406957
spec_p_reform,672,Mixed Outcome,0.09635871740289678
spec_p_reform,673,Mixed Outcome,0.09635871740289678
spec_p_reform,674,Mixed Outcome,0.11564777558001926
spec_p_reform,675,Mixed Outcome,0.11564777558001926
spec_p_reform,676,Mixed Outcome,0.11564777558001926
spec_p_reform,677,Mixed Outcome,0.3216207184543112
spec_p_reform,678,Mixed Outcome,0.7475686058481747
spec_p_reform,679,Mixed Outcome,0.7475686058481747
spec_p_reform,680,Mixed Outcome,0.7475686058481747
spec_p_reform,681,Mixed Outcome,0.7475686058481747
spec_p_reform,682,Mixed Outcome,0.7475686058481747
spec_p_reform,683,Mixed Outcome,0.7475686058481747
spec_p_reform,684,Mixed Outcome,0.7475686058481747
